date,timestamp,volume,cumVol,open,low,high,close,range,cumFoam,foam,avg_high,avg_low,spread_avg,bell,avg_range,phase,symbol
13,1583712000000,286744832,286744832,65.9375,65.75,69.5225,66.5425,3.7724999999999937,0.01709686141684979,0.01709686141684979,68.0325,65.84375,66.93812500000001,-2.842170943040401e-14,2.188749999999999,-0.9964232077512992,A
